model,batch_size,device,num_devices,num_devices_per_node,disable_nccl_p2p,disable_ib,img_per_sec_mean,img_per_sec_conf,total_img_per_sec,total_img_per_sec_conf,
resnet50,32,GPU,16,1,1,0,29.9436404495,0.171351924207,479.098247192,2.74163078731
resnet50,32,GPU,16,1,1,0,30,0.1426378044,480.532517054000,2.282204871
resnet50,32,GPU,16,1,1,0,30,0.1339832823,481.116070115000,2.143732517
resnet50,32,GPU,16,1,1,0,30,0.2163983656,479.454876665000,3.462373850
resnet50,32,GPU,16,1,1,0,30,0.2659773114,479.650916324000,4.255636982
resnet50,32,GPU,16,1,1,0,30,0.115343304,480.25921021600,1.845492864
resnet50,32,GPU,16,1,1,0,30,0.0603236256,481.2023176930000,0.965178009
resnet50,32,GPU,16,1,1,0,30,0.1561589963,480.2321391260000,2.498543942
resnet50,32,GPU,16,1,1,0,30,0.1877625053,479.3267827260000,3.00420008
resnet50,32,GPU,16,1,1,0,29.9062547852,0.132333614168,478.500076564,2.11733782668
resnet50,32,GPU,8,1,1,0,114,0.8330872963,910.2185454700000,6.664698370
resnet50,32,GPU,8,1,1,0,113.822470796,0.593648105448,910.579766367,4.74918484359
resnet50,32,GPU,8,1,1,0,32.0641543238,0.10548624936,256.51323459,0.843889994878
resnet50,32,GPU,8,1,1,0,113.222749681,0.354361902914,905.781997446,2.83489522331
resnet50,32,GPU,8,1,1,0,111.761353436,0.539847489735,894.090827488,4.31877991788
resnet50,32,GPU,8,1,1,0,112.594516077,0.640472622944,900.756128613,5.12378098355
resnet50,32,GPU,8,1,1,0,31.7832006608,0.299946402965,254.265605286,2.39957122372
resnet50,32,GPU,8,1,1,0,32.1109347099,0.160039141772,256.887477679,1.28031313418
resnet50,32,GPU,8,1,1,0,32.0413857074,0.131866083828,256.331085659,1.05492867062
resnet50,32,GPU,8,1,1,0,32.01423269,0.101177012978,256.11386152,0.809416103824
resnet50,32,GPU,4,2,1,0,175,1.9735757227,699.340935624000,7.894302891
resnet50,32,GPU,4,2,1,0,175,1.271758445,698.41696228300,5.087033779
resnet50,32,GPU,4,2,1,0,174,1.125696109,694.22395968200,4.502784437
resnet50,32,GPU,4,2,1,0,173,1.66569520,691.77173650000,6.662780804
resnet50,32,GPU,4,2,1,0,173,0.656984706,690.37240562500,2.6279388
resnet50,32,GPU,4,1,1,0,114.79923808,0.635357081427,459.196952321,2.54142832571
resnet50,32,GPU,4,1,1,0,113.180706793,1.07649822761,452.722827171,4.30599291042
resnet50,32,GPU,4,1,1,0,113.911067645,0.437188163135,455.644270581,1.74875265254
resnet50,32,GPU,4,1,1,0,112.968788781,0.884677946997,451.875155125,3.53871178799
resnet50,32,GPU,4,1,1,0,113.698445489,0.60983131141,454.793781954,2.43932524564
resnet50,32,GPU,2,2,1,0,176,0.915981198,352.830291962000,1.831962396
resnet50,32,GPU,2,2,1,0,177,1.133999822,353.392918493000,2.267999644
resnet50,32,GPU,2,2,1,0,175,0.994820729,350.6733178450,1.989641458
resnet50,32,GPU,2,2,1,0,175,0.625018369,350.179206027000,1.250036738
resnet50,32,GPU,2,2,1,0,176,1.501604123,351.015998368000,3.003208245
resnet50,32,GPU,2,1,1,0,117.080971805,0.627566534133,234.16194361,1.25513306827
resnet50,32,GPU,2,1,1,0,114.564118484,0.351980003467,229.128236968,0.703960006934
resnet50,32,GPU,2,1,1,0,114.549512248,1.33113697639,229.099024495,2.66227395278
resnet50,32,GPU,2,1,1,0,116.055563071,0.309937011642,232.111126142,0.619874023284
resnet50,32,GPU,2,1,1,0,114.919349046,0.478224208407,229.838698093,0.956448416814
resnet50,32,GPU,1,1,1,0,124.716103686,0.788843357678,124.716103686,0.788843357678
resnet50,32,GPU,1,1,1,0,122.91537416,0.676676335615,122.91537416,0.676676335615
resnet50,32,GPU,1,1,1,0,121.359165049,0.553699321737,121.359165049,0.553699321737
resnet50,32,GPU,1,1,1,0,121.058038756,0.723684618721,121.058038756,0.723684618721
resnet50,32,GPU,1,1,1,0,121.623049961,0.377267423071,121.623049961,0.1,377267423071
resnet50,32,GPU,4,4,1,0,113.153285858,0.717042362506,452.613143433,2.86816945003
resnet50,32,GPU,4,4,1,0,115.3002795,0.564423746241,461.201117998,2.25769498496
resnet50,32,GPU,4,4,1,0,114.164956764,0.437127133599,456.659827058,1.7485085344
resnet50,32,GPU,4,4,1,0,113.079566276,0.63044811642,452.318265103,2.52179246568
resnet50,32,GPU,4,4,1,0,112.825499141,0.70091910867,451.301996565,2.80367643468
resnet50,32,GPU,8,4,1,0,114.391992665,0.579884061506,915.135941323,4.63907249205
resnet50,32,GPU,8,4,1,0,114.396286644,1.54844749912,915.170293153,12.387579993
resnet50,32,GPU,8,4,1,0,113.881668756,1.02281331966,911.05335005,8.1825065573
resnet50,32,GPU,8,4,1,0,113.537087603,0.724176767112,908.296700825,5.7934141369
resnet50,32,GPU,8,4,1,0,112.931968197,0.383665661695,903.455745575,3.06932529356
